behind it a bar with chairs and two people , and a bench with one person lying on it . 	 two people 	32	42	1	0
a room with grey walls , two single beds made of wood with grey and brown chequered bedcovers and pillows . 	 walls 	17	22	0	0
night table with a bedside lamp between the two beds . 	 a bedside lamp 	17	31	0	0
window with grey curtains in the background . 	 curtains 	17	25	1	0
window with grey curtains in the background . 	 curtains 	17	25	0	0
window with grey curtains in the background . 	 curtains 	17	25	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 tables 	52	58	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 chairs 	29	35	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 chairs 	29	35	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 chairs 	29	35	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 tables 	52	58	1	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 chairs 	29	35	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 the terrace 	104	115	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 tables 	52	58	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 the sea 	129	136	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 the beach 	149	158	0	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 the beach 	149	158	1	0
a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset . 	 the terrace 	104	115	1	0
bulk bed made of wood with a light blue pillow and a grey blanket . 	 bulk bed 	0	8	0	0
bulk bed made of wood with a light blue pillow and a grey blanket . 	 bulk bed 	0	8	0	0
bulk bed made of wood with a light blue pillow and a grey blanket . 	 blanket 	58	65	0	0
a white bungalow with brown wooden doors and a little porch above it . 	 doors 	35	40	1	0
a white bungalow with brown wooden doors and a little porch above it . 	 doors 	35	40	1	0
a white bungalow with brown wooden doors and a little porch above it . 	 doors 	35	40	1	0
a white bungalow with brown wooden doors and a little porch above it . 	 doors 	35	40	0	0
a white bungalow with brown wooden doors and a little porch above it . 	 doors 	35	40	0	0
a white bungalow with brown wooden doors and a little porch above it . 	 a white bungalow 	0	16	1	0
night table with a bedside lamp between the two beds . 	 two beds 	44	52	1	0
room with light green walls and one painting . 	 painting 	36	44	0	0
room with light green walls and one painting . 	 walls 	22	27	0	0
night table with a bedside lamp between the two beds . 	 two beds 	44	52	1	0
night table with a bedside lamp between the two beds . 	 a bedside lamp 	17	31	0	0
room with light green walls and one painting . 	 walls 	22	27	0	1
night table with bedside lamp and a phone between the two beds . 	 two beds 	54	62	1	0
night table with bedside lamp and a phone between the two beds . 	 two beds 	54	62	1	0
room with white walls . 	 walls 	16	21	0	0
night table with bedside lamp and a phone between the two beds . 	 two beds 	54	62	1	0
night table with bedside lamp and a phone between the two beds . 	 bedside lamp 	17	29	0	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	0	1
a few people are sitting at the wall , one man is walking next to the rails . 	 people 	6	12	1	1
a red , two-storey building with large doors and windows and rails in front of it . 	 doors 	39	44	1	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	0	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	0	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	1	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	1	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	1	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	0	0
a red , two-storey building with large doors and windows and rails in front of it . 	 two-storey building 	8	27	0	0
a few people are sitting at the wall , one man is walking next to the rails . 	 man 	43	46	0	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two beds 	10	18	1	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two beds 	10	18	1	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two chairs 	47	57	1	1
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two chairs 	47	57	1	1
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 Room 	0	4	0	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two chairs 	47	57	1	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two chairs 	47	57	1	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 a table 	34	41	0	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 two chairs 	47	57	1	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 Room 	0	4	0	0
Room with two beds on the right , a table with two chairs on the left and a large window in the back . 	 Room 	0	4	0	0
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 a house 	14	21	1	1
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 a house 	14	21	1	0
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 bricks 	34	40	1	0
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 bricks 	34	40	0	0
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 a house 	14	21	1	1
Front view of a house made of red bricks , with large wooden windows and white curtains . 	 a house 	14	21	0	0
a room with a king-sized bed and a night table and a bedside lamp on both sides of the bed . 	 the bed 	83	90	1	1
a room with a king-sized bed and a night table and a bedside lamp on both sides of the bed . 	 a bedside lamp 	51	65	0	0
a room with a king-sized bed and a night table and a bedside lamp on both sides of the bed . 	 a bedside lamp 	51	65	0	0
behind it a wall made of red bricks . 	 a wall 	10	16	0	1
a room with a king-sized bed and a night table and a bedside lamp on both sides of the bed . 	 the bed 	83	90	0	0
The courtyard of a white , three story building . 	 story building 	33	47	1	1
The courtyard of a white , three story building . 	 The courtyard 	0	13	0	0
The courtyard of a white , three story building . 	 The courtyard 	0	13	0	0
The courtyard of a white , three story building . 	 The courtyard 	0	13	0	0
